"SUBID","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","Dependent_Feature"
611,1.078,0.324,92.59259259,39.78779841,0.681392831,90.6,43.2,1.62778,0.77616,-0.216714,0.175182,0.248731,0.306895,0.348988,29.3544,32.5728,47.4,0.034664879,0.196,0.324,0.681392831,99,163,0.681392831,0.196,0,0.052730531,0.052730531,540,55.55555556,0.198,0.255844741,0.210026839,0.986063865,0.33927339,-3.196655224,5.264146367,3.811902736,3.642809845,0.882144887,1.247366191,1.764594586,130.0536599,260.1071827,520.2124372,37.18916627,28.44534315,0.01960041,1.066176334,1.765401387,1.431952788,-29.37870002,-59.51193735,-61.5638831,-67.6101673,0.793407712,0.455093444,0.057371565,0.996625748,0.986714763,0.983839656,0.947901535,0.026559891,0.008605405,0.028631563,0.424,0.654,0.972560428,0.393320965,0.606679035,0.648318043,54.58088719,1.374845217,1.878550395,2.270499012,1.33643011,37.6704977,74.77521089,111.5759214,37.97450035,13.39526753,5.387478905,1.388772853,-25.22319185,-35.57571213,80,170,59,20.42,149,86,67.4
614,0.764,0.268,111.9402985,60.48387097,0.76974707,106.8,75.6,1.35992,0.96264,-0.206081,-0.148313,0.265858,0.353023,0.376759,28.6224,37.4976,31.2,0.042310821,0.166,0.268,0.76974707,84,135,0.76974707,0.166,0,0.1726747,0.1726747,383,78.32898172,0.168,0.217777892,0.129130025,0.012883577,0.300654238,-3.257281674,9.35202196,7.50370484,7.619494672,0.718952934,1.01648346,1.437796163,88.42448931,176.8485027,353.6884353,23.07090825,22.81634322,0.025826564,1.467048705,2.184693159,1.712479954,-25.66473498,-57.06328587,-59.09481733,-64.95378588,0.781220891,0.357542665,0.082653723,0.994504743,0.978701955,0.974210318,0.922606204,0.031785031,0.008518388,0.024283764,0.368,0.396,1.036602994,0.481675393,0.518324607,0.929292929,57.1864917,1.206687711,1.631001584,2.003634286,1.406392402,26.68188445,51.23951393,72.3150973,30.16393055,8.645630515,4.327056389,1.865202273,-24.90924467,-35.9668301,76,162,69,26.29,105,65,65.9
615,1.296,0.332,90.36144578,31.12033195,0.663019684,87.6,35.4,1.89216,0.76464,-0.18476,0.196544,0.203675,0.297133,0.342835,29.0832,34.1256,52.2,0.039398122,0.142,0.348,0.676351606,72,175,0.676351606,0.142,0.016,0.169999313,0.169999313,649,46.22496148,0.144,0.268249694,0.156753474,1.551201162,0.412556088,-3.589589768,8.204410197,4.043206412,3.917513762,0.879559691,1.243607905,1.756903097,148.5230875,297.0315569,593.989908,42.98997886,31.38167571,0.01999539,1.483179665,1.56540464,1.351988047,-28.98477535,-61.48654786,-63.56977918,-69.51082092,0.701068088,0.487243924,0.054826929,0.996507499,0.986372101,0.98340808,0.948615347,0.028427001,0.009437764,0.036841394,0.432,0.864,0.893694982,0.333333333,0.666666667,0.5,40.22448057,1.263260836,1.798268616,1.97106647,1.616281405,20.25622876,39.95094063,55.6331012,24.26878007,6.760257133,3.251018867,1.343585635,-35.97504553,-42.10588742,NA,NA,NA,NA,NA,NA,28.1
634,0.87,0.292,102.739726,51.90311419,0.6870998,100.8,55.2,1.4616,0.8004,-0.267356,0.131823,0.324544,0.309768,0.392617,29.4336,31.9056,45.6,0.032666327,0.204,0.292,0.6870998,103,147,0.6870998,0.204,0,0.144285606,0.144285606,436,68.80733945,0.206,0.2220377,0.166007858,0.441533313,0.209453587,-1.798612487,8.756071422,7.325694219,7.074635174,0.869008661,1.228987522,1.738102926,112.9304056,225.8499994,451.6695509,30.20210599,27.21082552,0.021396468,1.061053288,2.070136752,1.179315606,-24.97308345,-57.88338279,-60.19214844,-66.11310807,0.864153118,0.397105092,0.077403617,0.996046517,0.984390377,0.981079691,0.93854914,0.026195551,0.007649101,0.02279013,0.392,0.478,0.411985956,0.450574713,0.549425287,0.820083682,49.94258871,0.572716935,0.78942717,0.730043296,0.583413682,3.32350171,6.51390553,8.223937845,4.803873215,1.006898216,0.647811458,1.455555682,-31.33830928,-40.88403617,NA,NA,NA,NA,NA,NA,52.6
644,1.068,0.308,97.4025974,39.47368421,0.734077386,94.8,43.8,1.68744,0.77964,-0.239623,0.153212,0.272707,0.384522,0.385281,29.1984,33.288,51,0.032114074,0.214,0.308,0.734077386,108,155,0.734077386,0.214,0,0.085868131,0.085868131,535,56.07476636,0.216,0.249959091,0.206237343,0.994279346,0.251241026,-2.262817404,5.945165111,4.415344487,4.235425744,0.786598729,1.11234648,1.572764067,113.8272526,227.6538816,455.3008374,30.35445908,27.75189872,0.021604018,1.143009718,1.863937307,1.258811467,-26.16772962,-57.93416346,-60.23949099,-66.05101794,0.791467343,0.444690156,0.073015638,0.995981806,0.984072185,0.980704617,0.935639966,0.026629663,0.008201936,0.028440481,0.408,0.66,0.561199875,0.382022472,0.617977528,0.618181818,61.96505276,0.632998397,0.906747597,1.050608576,0.574218864,8.036380908,15.4027446,23.10379863,7.701690566,2.821098102,1.181549947,2.295707792,-22.45479208,-33.17097537,81,173,73,24.39,121,78,65.7
647,1.168,0.332,90.36144578,35.88516746,0.677847059,87.6,40.8,1.70528,0.79424,-0.199837,0.155661,0.252233,0.29436,0.342361,29.0832,34.1088,46.8,0.033901526,0.206,0.332,0.677847059,104,167,0.677847059,0.206,0,0.050628036,0.050628036,585,51.28205128,0.208,0.267421693,0.212024129,1.189089574,0.387249893,-3.060362429,5.575966036,3.565823683,3.546206269,0.887898099,1.255518725,1.775524548,144.6268991,289.2493718,578.4785778,41.57513746,30.89911449,0.019256923,1.214982272,1.695142282,1.195477413,-28.8562508,-60.17496403,-62.37160182,-68.29091056,0.763792082,0.469268497,0.058343348,0.996724717,0.987008314,0.984207368,0.94729485,0.026489355,0.008794466,0.030939567,0.432,0.736,0.845136439,0.369863014,0.630136986,0.586956522,48.90911741,1.176199173,1.609651032,1.815228498,0.755902033,24.23092679,47.74405148,80.31962817,15.16847479,9.75638749,2.114190905,2.238140102,-27.46961054,-35.69432347,88,170,67,23.18,111,67,33.9
655,0.77,0.206,145.631068,53.19148936,0.657432344,143.4,60.6,1.8403,0.7777,-0.264895,0.0893245,0.284664,0.338258,0.355737,29.5404,34.1784,82.8,0.038106843,0.13,0.236,0.709063147,66,119,0.709063147,0.13,0.03,0.001126038,0.001126038,386,77.72020725,0.132,0.160533397,0.143778779,-0.129443911,0.375131389,-1.852265441,10.22137481,7.249692974,6.836288066,0.811381928,1.147427425,1.622653893,81.00582828,162.0094617,324.0052765,20.43879684,20.37966452,0.029463014,1.553289747,2.364569686,1.93752244,-20.40290188,-58.07054816,-60.12519869,-66.04765261,0.757337719,0.351118702,0.096170148,0.993067684,0.973263083,0.967742927,0.899107942,0.030830949,0.006351176,0.023739831,0.306,0.464,0.477797738,0.397402597,0.602597403,0.659482759,34.85280087,0.597575679,0.846416779,1.112363613,0.560559577,12.99155046,25.84495296,43.67417956,8.015726369,5.318250486,1.377610655,1.361115319,-44.9846753,-52.55432718,NA,NA,NA,NA,NA,NA,29.8
684,1.118,0.322,93.16770186,37.68844221,0.777312569,90,45,1.677,0.8385,-0.243442,0.0461455,0.315303,0.364613,0.405399,28.98,35.82,45,0.034423981,0.258,0.322,0.777312569,130,162,0.777312569,0.258,0,0.038770978,0.038770978,560,53.57142857,0.26,0.269286644,0.23995773,1.067342406,0.204171145,-2.464002657,4.358118409,4.215837804,3.587064948,0.758023254,1.072198849,1.517313185,136.5960353,273.1919111,546.3786551,33.23292358,35.15200315,0.020187722,1.264579711,1.691656299,1.182172089,-27.20363772,-58.12760334,-60.42880562,-66.33397968,0.766459826,0.47206013,0.060649814,0.996425581,0.985822057,0.98278353,0.943763314,0.02762234,0.008894393,0.030881776,0.422,0.696,0.970819333,0.37745975,0.62254025,0.606321839,46.41764619,1.265662683,1.758272589,1.913859066,1.346902625,23.10616061,45.90637137,65.22895135,26.5837914,7.80813911,3.615167739,1.220003058,-29.14891565,-38.3413749,NA,NA,NA,NA,NA,NA,65
710,0.962,0.294,102.0408163,44.91017964,0.599905225,91.8,70.8,1.47186,1.13516,-0.0420932,-0.236674,0.152167,0.289248,0.302555,26.9892,47.2944,21,0.040202896,0.106,0.346,0.635572988,54,174,0.635572988,0.106,0.052,-0.157207297,0.157207297,482,62.2406639,0.108,0.228053507,0.229505906,0.455240836,0.377683094,-2.809673934,19.18930236,7.600423128,8.453670118,0.827839562,1.170861584,1.656386933,102.1247653,204.1656892,407.9749343,26.50480583,24.53387756,0.026384438,1.045928897,2.002298136,1.770101773,-23.49100593,-57.36532819,-59.42884229,-65.41158512,0.853021671,0.421118442,0.099388894,0.994272317,0.977677401,0.973007868,0.915676061,0.031916746,0.009383523,0.030703909,0.394,0.568,0.770732686,0.40956341,0.59043659,0.693661972,43.0217975,1.019457325,1.476232039,1.86308164,0.895412321,17.37826649,34.60380938,58.62671828,10.58090048,6.995584535,1.664198713,1.373393401,-29.43044372,-42.41506629,32,165,59,21.67,100,70,62
725,0.798,0.26,115.3846154,55.76208178,0.694447633,111.6,73.8,1.48428,0.98154,-0.199604,-0.175809,0.215817,0.37188,0.378481,29.016,39.7044,37.8,0.04730679,0.172,0.284,0.707796726,87,143,0.707796726,0.172,0.024,0.05826392,0.05826392,400,75,0.174,0.216259047,0.18171528,0.05826392,0.355765245,-2.658731296,11.7735723,7.330397356,7.816346738,0.709789609,1.003851854,1.41973495,86.2946201,172.5668308,345.012599,21.32145948,21.8388367,0.029794962,1.346467923,2.14423476,1.746188284,-23.81339173,-56.92713499,-59.12508728,-65.11270664,0.804111644,0.383029398,0.085138717,0.992926819,0.972989197,0.967316537,0.905889061,0.036574327,0.009509325,0.029186313,0.36,0.438,0.92301105,0.45112782,0.54887218,0.821917808,35.51914693,1.107838564,1.547688531,1.750601964,1.253089759,25.68783311,51.21251892,72.59026335,29.83477449,8.7871756,4.196496454,1.114569082,-44.55505986,-48.83095683,NA,NA,NA,NA,NA,NA,55.8
730,0.958,0.274,109.4890511,43.85964912,0.623828103,103.8,66,1.65734,1.0538,-0.142195,-0.220396,0.198194,0.317243,0.36792,28.4412,45.144,37.8,0.048540541,0.094,0.354,0.748460022,48,178,0.748460022,0.094,0.08,-0.073301767,0.073301767,480,62.5,0.096,0.21860924,0.215184236,0.526698233,0.44228473,-3.438951521,10.99774774,6.35094536,6.062294785,0.797491634,1.127702702,1.594647648,110.7151063,221.422528,442.7928406,24.99556918,30.37762645,0.027478496,1.349764419,1.935481219,1.591150924,-24.05867448,-58.55161166,-60.65552534,-66.57358639,0.794182666,0.439296134,0.089503965,0.993856875,0.976166459,0.971210571,0.913008694,0.036126192,0.009898577,0.034608892,0.374,0.584,1.014577895,0.39039666,0.60960334,0.640410959,45.76506614,1.314235083,1.881836677,2.380970617,1.239506519,30.75685471,61.33440748,100.7758983,21.89291667,11.96885151,3.347959259,1.259810556,-26.00485357,-37.57690557,NA,NA,NA,NA,NA,NA,69.8
741,0.688,0.264,113.6363636,70.75471698,0.51430188,111.6,103.8,1.27968,1.19024,-0.158645,-0.22982,-0.0799338,0.283452,0.284418,29.4624,44.0112,7.8,0.029995527,0.148,0.316,0.560102951,75,159,0.560102951,0.148,0.052,-0.003643674,0.003643674,345,86.95652174,0.15,0.197025336,0.187869494,-0.577556717,0.484069694,-1.407057505,14.93595018,7.013855947,9.388840865,0.760694387,1.0757658,1.520926261,71.22531651,142.40688,284.6394623,20.51869273,15.11673825,0.029751902,2.059621874,2.437818161,2.139307253,-21.79701187,-57.56513517,-59.58493915,-65.44570915,0.593489459,0.315970935,0.122468689,0.992929588,0.972328721,0.966701267,0.889910885,0.024741411,0.006531732,0.017022091,0.364,0.324,0.59073835,0.529069767,0.470930233,1.12345679,50.15066505,0.729873606,1.036837202,1.089780775,0.968375212,11.75583605,22.78358685,25.9805335,19.58664021,4.003105296,2.68153821,2.238175384,-29.8389407,-39.14856242,NA,NA,NA,NA,NA,NA,48
752,0.956,0.308,97.4025974,46.2962963,0.645615466,91.2,66.6,1.45312,1.06116,-0.0974473,-0.170275,0.161138,0.300205,0.300463,28.0896,43.1568,24.6,0.03300695,0.11,0.308,0.645615466,56,155,0.645615466,0.11,0,-0.212954111,0.212954111,479,62.63048017,0.112,0.229527166,0.229550885,0.380782841,0.288532398,-4.590811413,15.45219837,6.156166448,7.067660865,0.821315757,1.161427405,1.642200323,87.04127384,174.0688452,348.0687855,23.90483623,20.13307808,0.025239895,1.224547509,1.914094314,1.943937221,-26.41492562,-57.6295856,-59.84280107,-65.62675024,0.821487807,0.430755682,0.087896402,0.994710877,0.97938791,0.974995801,0.920747208,0.027670435,0.008522494,0.026452936,0.408,0.548,1.070677591,0.426778243,0.573221757,0.744525547,48.85770834,1.517002073,2.079231119,2.112715668,1.425784461,26.41379009,52.4301684,71.15934613,33.70099067,8.550763547,4.476169321,1.179690515,-33.02099304,-36.80015374,NA,NA,NA,NA,NA,NA,70.3
758,0.946,0.296,101.3513514,46.15384615,0.459456262,95.4,75.6,1.50414,1.19196,-0.0237564,-0.19543,0.0491769,0.172598,0.215494,28.2384,49.14,19.8,0.04203659,0.084,0.296,0.459456262,43,149,0.459456262,0.084,0,-0.128950796,0.128950796,474,63.29113924,0.086,0.216005628,0.216231502,0.433074521,0.47203452,-2.493970537,9.340672992,6.336024905,5.95108394,0.948688926,1.341454512,1.894519653,102.1250151,204.2497414,408.4922063,31.26118409,19.99154315,0.027137034,1.30623407,2.069130296,2.113986993,-23.44525952,-58.26647848,-60.31054058,-66.30062399,0.780065872,0.402976544,0.052729732,0.994001863,0.976710944,0.97184786,0.912302289,0.03362595,0.009953281,0.031810149,0.396,0.55,0.915434136,0.418604651,0.581395349,0.72,43.3024225,1.273193889,1.756361982,1.925794867,1.173269658,21.11889851,42.07602188,62.45907215,21.69297161,7.530753911,3.047941882,1.203633995,-30.9449094,-41.02223367,45,183,93,27.77,116,71,59.7
804,0.842,0.272,110.2941176,52.63157895,0.627931762,104.4,70.2,1.46508,0.98514,-0.163987,-0.139713,0.266886,0.230982,0.307467,28.3968,40.014,34.2,0.03898672,0.184,0.308,0.64596036,93,155,0.64596036,0.184,0.036,0.080388106,0.080388106,422,71.09004739,0.186,0.214226968,0.171283485,0.268065831,0.426794622,-2.271116212,7.280555054,6.192623262,5.977605497,0.890740343,1.259782888,1.782902609,118.119554,236.2327564,472.4458933,32.03855012,28.21138169,0.023874721,1.069585242,2.225566026,1.800376659,-22.82157664,-58.05673506,-60.311776,-66.11967395,0.857400356,0.368782138,0.065443908,0.995206396,0.981213132,0.977239213,0.926945387,0.031060105,0.008448349,0.026152609,0.372,0.47,1.011608003,0.441805226,0.558194774,0.791489362,51.15604152,1.246446009,1.723590611,2.08207327,0.863922189,32.82598714,65.30307435,116.1813445,14.42480424,14.06166251,2.278638405,1.994236452,-25.58411008,-34.28713601,66,170,60,20.76,119,75,65.7
824,0.92,0.288,104.1666667,47.46835443,0.584038027,99.6,61.2,1.5272,0.9384,-0.142087,-0.0557184,0.239739,0.296323,0.339968,28.6848,38.6784,38.4,0.047868753,0.208,0.358,0.614674074,105,180,0.614674074,0.208,0.07,0.094778741,0.094778741,461,65.07592191,0.21,0.235496546,0.215825013,0.571134489,0.590606585,-2.095874042,8.375256729,7.18368569,6.52746782,0.799759725,1.131087381,1.600126007,106.025285,212.0504824,424.0935697,30.35454132,23.45772159,0.028971631,1.265424708,2.103966492,1.845561638,-23.05136265,-57.44801289,-59.79640888,-65.72827041,0.811307987,0.409017488,0.068113784,0.993275542,0.974116921,0.968767705,0.905112835,0.036568137,0.010531624,0.033642686,0.388,0.532,0.556645814,0.42173913,0.57826087,0.729323308,56.70004804,0.56742255,0.841560704,1.081348611,0.679928933,7.203354988,14.27272068,23.40761401,5.137827351,2.912057183,1.044789676,1.999836287,-31.83717985,-39.14700215,NA,NA,NA,NA,NA,NA,64.4
831,0.952,0.294,102.0408163,45.59270517,0.594508418,103.2,43.8,1.63744,0.69496,-0.272503,0.241347,0.202693,0.366569,0.372187,30.3408,28.8204,59.4,0.033053025,0.204,0.328,0.661068532,103,165,0.661068532,0.204,0.034,0.305008429,0.305008429,477,62.89308176,0.206,0.221793026,0.133881756,0.886140504,0.371982489,-1.590251254,9.849810255,7.999549421,7.26761775,0.841764497,1.190560895,1.683838364,95.68875038,191.3770286,382.7467804,26.85880646,21.68765496,0.024396178,1.135765628,2.076353082,1.761173809,-22.85522172,-58.16090392,-60.32384314,-66.16162848,0.829182813,0.40940733,0.087144022,0.99502037,0.980438462,0.976406594,0.923182796,0.026193097,0.00770077,0.024935828,0.394,0.558,0.57407352,0.413865546,0.586134454,0.70609319,42.26153973,0.829892968,1.17519608,1.43404229,0.633507602,9.702999009,19.29229453,30.91990153,7.664687533,3.806675315,1.363450495,1.530829617,-32.8130027,-43.6162858,NA,NA,NA,NA,NA,NA,63.1
856,1.018,0.308,97.4025974,42.25352113,0.65174293,93.6,50.4,1.58808,0.85512,-0.166692,0.0766935,0.270667,0.259729,0.333647,28.8288,35.784,43.2,0.043311195,0.198,0.308,0.65174293,100,155,0.65174293,0.198,0,0.056964342,0.056964342,510,58.82352941,0.2,0.251401481,0.212583555,0.83343493,0.437565059,-3.273452118,8.038180266,6.099204773,6.033492369,0.899784565,1.272557624,1.800079516,135.4220275,270.8361964,541.6474087,39.73135244,29.22429021,0.022067922,1.212944693,1.945129108,1.443041798,-26.70351755,-58.99016076,-61.0691677,-66.97587436,0.761328676,0.423435123,0.049903118,0.995834131,0.983761181,0.980259756,0.939457935,0.033049289,0.010179181,0.033644176,0.408,0.61,1.027426461,0.400785855,0.599214145,0.668852459,51.58391277,1.444500058,2.016272938,2.784859404,1.371085919,40.17049598,79.57267954,133.1736859,25.9716732,15.95632449,3.859993325,1.409757858,-25.44750738,-36.45625174,92,175,61,19.92,138,78,50.8
860,0.882,0.3,100,51.54639175,0.791218459,97.8,57.6,1.43766,0.84672,-0.256415,-0.0193649,0.298868,0.430728,0.435218,29.34,33.5232,40.2,0.04034561,0.224,0.3,0.791218459,113,151,0.791218459,0.224,0,0.230106668,0.230106668,442,67.87330317,0.226,0.240726259,0.147454614,0.572188116,0.352080769,-3.780945994,10.26474271,6.413424853,7.298492703,0.671825635,0.950434639,1.344470456,84.46831613,168.9286916,337.8179519,19.92156841,22.71732646,0.025625995,1.228229998,2.057537487,1.412910746,-25.75671853,-56.61232206,-58.72733915,-64.61890564,0.848834996,0.394809912,0.085282241,0.994566554,0.978896999,0.974458744,0.922622443,0.029967698,0.008990309,0.026431509,0.4,0.482,0.955624446,0.453514739,0.546485261,0.829875519,49.17715115,1.149917918,1.595750579,2.075973871,0.960278265,29.21759425,57.86624553,94.42516832,21.30732274,11.25315185,3.177196223,1.943560586,-30.34775657,-36.92621181,NA,NA,NA,NA,NA,NA,60
863,0.938,0.318,94.33962264,48.38709677,0.624063501,88.8,61.8,1.38824,0.96614,-0.137848,-0.0819799,0.273347,0.293075,0.330882,28.2384,38.316,27,0.050037025,0.19,0.346,0.661100039,96,174,0.661100039,0.19,0.028,0.172943808,0.172943808,470,63.82978723,0.192,0.264791167,0.168234944,0.709114021,0.47729282,-2.635574023,9.935239602,7.383150065,7.224983367,0.816466405,1.154617886,1.632189208,123.8850639,247.7698785,495.5311458,34.56288703,28.36872949,0.025163538,0.937710293,2.018371025,1.395322886,-24.30538114,-57.95027885,-60.15508891,-66.20607008,0.866074422,0.406213776,0.058522173,0.994771363,0.980068964,0.975805307,0.931119968,0.035913104,0.011420367,0.033686492,0.418,0.52,0.847519371,0.445628998,0.554371002,0.803846154,42.6596615,1.203112643,1.690202451,1.948453117,0.915585041,26.52580256,52.90850237,89.47848484,16.33851991,10.76800231,2.800478458,1.325917198,-34.22462624,-43.40418964,NA,NA,NA,NA,NA,NA,61.8
868,0.658,0.236,127.1186441,71.09004739,0.358805767,120,134.4,1.316,1.47392,0.0392959,-0.0682957,-0.172159,0.109052,0.184829,28.32,56.7168,-14.4,0.049000525,0.064,0.296,0.382893218,33,149,0.382893218,0.064,0.06,-0.231080059,0.231080059,330,90.90909091,0.066,0.153805409,0.167189571,-0.994716423,0.855833804,-2.185124323,11.45299022,6.90582257,6.915280396,0.995177702,1.407155616,1.985122379,68.97956638,137.9570226,275.8991502,21.5247508,13.07125156,0.038453158,2.013481436,2.549055289,2.115251777,-19.80837287,-57.10318161,-59.2568746,-65.25095021,0.632371417,0.305261342,0.084403814,0.989036729,0.959031228,0.950709335,0.857061149,0.038983085,0.009200008,0.02565087,0.336,0.322,0.562610373,0.510638298,0.489361702,1.043478261,79.00752109,0.677949227,0.829457009,0.847912933,0.820510743,7.121228273,12.70535179,18.37187835,7.03882523,2.247931034,0.962211654,2.232189986,-21.36754597,-26.30061219,54,186,84,24.28,133,93,54.3
897,0.952,0.312,96.15384615,46.875,0.564390419,92.4,55.2,1.46608,0.87584,-0.173006,0.0382013,0.284576,0.232708,0.295906,28.8288,35.328,37.2,0.029933302,0.202,0.342,0.574201443,102,172,0.574201443,0.202,0.03,0.103804671,0.103804671,477,62.89308176,0.204,0.235079849,0.183613887,0.684936747,0.376679372,-1.956514588,9.833216739,6.609715261,6.978600038,0.922460668,1.304618174,1.845825691,122.9413049,245.882248,491.7606085,36.11297837,25.831118,0.02064116,0.936382769,1.991755101,1.279766651,-25.9318805,-59.5821825,-61.66924982,-67.48210482,0.853959021,0.416035197,0.071650092,0.996294973,0.985358039,0.982210153,0.940857882,0.024504836,0.007645509,0.023328604,0.412,0.54,0.481940083,0.432773109,0.567226891,0.762962963,59.20814643,0.412656843,0.571020013,0.841894365,0.540660486,4.638111274,9.082720302,14.97748235,3.18795825,1.799094165,0.478596636,2.540730221,-27.87232338,-37.34579048,NA,NA,NA,NA,NA,NA,40.7
915,1.168,0.314,95.54140127,35.12880562,0.692668671,88.8,46.2,1.72864,0.89936,-0.135358,0.0592656,0.309904,0.277477,0.337484,27.8832,39.4548,42.6,0.054600849,0.18,0.342,0.704097118,91,172,0.704097118,0.18,0.028,0.016964134,0.016964134,585,51.28205128,0.182,0.264797786,0.239985511,1.155425673,0.419008033,-5.038094052,6.223553961,4.084073068,3.832104886,0.889979731,1.258666123,1.780607767,161.6205404,323.2390965,646.4501382,43.1871544,37.80046116,0.022463813,1.345143312,1.62484957,1.256054423,-29.06294119,-60.34865212,-62.65133501,-68.55928518,0.760903126,0.479525093,0.043558513,0.995728481,0.983700566,0.980146878,0.9447263,0.037460366,0.011762555,0.043753708,0.414,0.754,1.018655306,0.354452055,0.645547945,0.549071618,53.666316,1.389729111,1.73234622,2.289175222,1.924944697,35.96699966,69.26305419,90.39004444,48.13606393,10.86502816,6.27754386,1.357959392,-23.7360545,-34.76398473,NA,NA,NA,NA,NA,NA,70.6
923,0.924,0.26,115.3846154,45.18072289,0.585793593,112.8,51,1.73712,0.7854,-0.23663,0.121878,0.270172,0.272243,0.322886,29.328,33.864,61.8,0.030037959,0.154,0.298,0.717046539,78,150,0.717046539,0.154,0.038,0.102894015,0.102894015,463,64.79481641,0.156,0.192251813,0.1345755,0.592742827,0.366473627,-2.007713248,9.761018563,7.128001527,6.753621845,0.907108699,1.282653231,1.814752365,106.4249411,212.8498099,425.6953916,28.42130337,25.5908684,0.023709021,1.194041307,2.185650931,1.967938319,-21.40893643,-59.18849191,-61.63181834,-67.44798883,0.81180226,0.3967469,0.089412845,0.995266383,0.98134745,0.977461742,0.924620444,0.024417453,0.006348538,0.022561727,0.36,0.564,0.28723148,0.38961039,0.61038961,0.638297872,54.25203618,0.365699185,0.529786219,0.629277273,0.391994511,2.570983932,5.060209205,7.927120472,2.193297937,0.953934403,0.339869774,2.515833545,-36.98231455,-42.37828882,NA,NA,NA,NA,NA,NA,13
925,0.956,0.308,97.4025974,46.2962963,0.558738616,92.4,63,1.47224,1.0038,-0.119668,-0.124924,0.218664,0.243128,0.29904,28.4592,40.824,29.4,0.048915704,0.186,0.342,0.588703134,94,172,0.588703134,0.186,0.034,0.124784429,0.124784429,479,62.63048017,0.188,0.250173837,0.192708513,0.718521381,0.489828228,-2.553276195,8.084573026,7.004008545,6.43900585,0.865154653,1.223438385,1.729929649,121.7110635,243.4206312,486.8350551,35.35665725,26.68894046,0.025723511,1.105695153,2.103967026,1.838072929,-23.36557185,-58.35616748,-60.47404392,-66.29217573,0.818454,0.397378133,0.052185753,0.994536633,0.978843893,0.974392714,0.923609691,0.036583123,0.011267602,0.034973465,0.408,0.548,1.038175543,0.426778243,0.573221757,0.744525547,49.11219782,1.172867555,1.680274749,2.089581709,1.343694367,23.25045983,46.34807788,71.58275465,21.11340112,8.672207023,3.06971968,1.446135781,-30.24634265,-40.55658857,NA,NA,NA,NA,NA,NA,62.9
935,1.002,0.29,103.4482759,42.13483146,0.90923161,100.8,43.8,1.68336,0.73146,-0.406667,0.300644,0.374261,0.424272,0.46936,29.232,31.1856,57,0.018257648,0.248,0.29,0.90923161,125,146,0.90923161,0.248,0,0.688893412,0.688893412,502,59.76095618,0.25,0.191512305,0.031418745,1.420367516,0.248802677,-2.261400014,9.300905132,8.896909795,8.045619385,0.857044719,1.212345114,1.719292526,125.6984836,251.396517,502.7893676,24.41316146,39.5933315,0.015443448,0.597087543,1.912370044,0.811121306,-28.70170799,-59.49784833,-60.45955835,-66.91558232,0.921647708,0.422693245,0.06866477,0.997783092,0.990965301,0.989045181,0.958960822,0.013378675,0.003879816,0.013405432,0.39,0.612,0.319657288,0.389221557,0.610778443,0.637254902,105.8011016,0.300206514,0.319364847,0.175384206,0.30061999,2.299973729,2.315875643,1.100270476,3.53148081,0.154950942,0.456142845,1.305681953,-18.98717828,-28.1114573,78,178,82,25.88,139,79,59.2
986,0.826,0.264,113.6363636,53.38078292,0.724410036,112.2,62.4,1.54462,0.85904,-0.294795,-0.0911391,0.306228,0.4187,0.422025,29.6208,35.0688,49.8,0.033895447,0.19,0.304,0.800550975,96,153,0.800550975,0.19,0.04,0.124454715,0.124454715,414,72.46376812,0.192,0.20361198,0.151820489,0.246193845,0.230423914,-1.899156766,10.40298076,8.602959749,8.609777766,0.672687871,0.952286942,1.339902549,77.06942538,154.1370882,308.2584379,16.79374218,23.11246349,0.025854676,1.432324837,2.252756872,1.82684693,-22.02292201,-55.84005996,-58.51197729,-64.36805596,0.791354451,0.366343627,0.11975348,0.994525471,0.978528562,0.974214425,0.915903005,0.025757567,0.006799998,0.021275751,0.364,0.462,0.421472448,0.440677966,0.559322034,0.787878788,68.97566082,0.435863795,0.545474917,0.688383381,0.62487107,4.226944564,7.558109229,9.894741023,5.221477434,1.279415193,1.125578655,1.937881121,-24.06745774,-28.97296515,NA,NA,NA,NA,NA,NA,46.4
